MSSubClass	MSZoning	LotFrontage	LotArea	LotShape	LotConfig	Neighborhood	Condition1	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtUnfSF	TotalBsmtSF	HeatingQC	CentralAir	Electrical	X1stFlrSF	X2ndFlrSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenQual	TotRmsAbvGrd	Fireplaces	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	PavedDrive	MoSold	YrSold	SaleType	SaleCondition	ExteriorFirst	BsmtUnfSf	BathToRoom	SalePrice
80	RL	4.3820266347	9.5549933407	Reg	Inside	NWAmes	Norm	1Fam	SLvl	7	5	1980	1980	Gable	Plywood	BrkFace	5.4161004022	TA	TA	CBlock	Gd	Av	GLQ	6.9431224228	336	7.2240248083	TA	Y	SBrkr	7.2943772993	0	7.2943772993	1	0	2	0	3	TA	6	2	Attchd	1980	Unf	2	6.3767269479	Y	6	2009	WD	Normal	Plywood	5.81711116	1	12.1415341244
60	RL	4.7095302013	9.6964018806	Reg	Corner	NridgHt	Norm	1Fam	2Story	9	5	2006	2006	Gable	VinylSd	Stone	5.9135030056	TA	TA	PConc	Ex	Av	Unf	5.8230458955	1249	7.1300985101	Ex	Y	SBrkr	7.1300985101	7.2056351764	7.8617270778	0	0	3	1	4	Gd	9	0	Attchd	2006	RFn	3	6.7334018918	Y	9	2006	New	Partial	VinylSd	7.1300985101	1	12.7444443678
60	RL	4.5951198501	9.4008780835	IR1	Inside	NridgHt	Norm	1Fam	2Story	8	5	2004	2004	Gable	VinylSd	BrkFace	5.9610053396	Gd	TA	PConc	Ex	Av	GLQ	6.8772960715	166	7.0352685993	Ex	Y	SBrkr	7.0352685993	7.1944368511	7.811163385	1	0	2	1	4	Gd	10	1	BuiltIn	2004	Fin	3	6.7707894239	Y	6	2007	WD	Normal	VinylSd	5.1119877884	1	12.7770521921
60	RL	4.4543472963	9.2476361567	IR1	Inside	SawyerW	Norm	1Fam	2Story	7	5	1986	1987	Gable	Plywood	BrkFace	5.1474944768	Gd	TA	CBlock	TA	Gd	LwQ	3.3322045102	0	7.3145528323	Ex	Y	SBrkr	7.3479438231	7.0707241073	7.9120568882	1	0	2	1	4	Gd	8	1	Attchd	1987	Fin	2	6.3561076607	Y	8	2007	WD	Normal	Plywood	3.4657359028	1	12.6148655437
20	RM	3.8918202981	8.6690555407	Reg	Inside	OldTown	Norm	1Fam	1Story	3	8	1955	2005	Gable	VinylSd	None	4.276666119	TA	Gd	CBlock	TA	No	ALQ	5.5451774445	906	7.0578979374	Ex	Y	SBrkr	7.0587581525	0	7.0587581525	1	0	1	0	3	TA	6	0	Attchd	1955	Unf	1	5.3936275464	Y	7	2006	WD	Normal	VinylSd	6.809039306	0.6666666667	11.7454251112
80	RL	4.5643481915	9.3303431644	Reg	Corner	NAmes	PosN	1Fam	SLvl	7	7	1967	2007	Mansard	Wd Sdng	BrkFace	5.7037824747	Gd	Gd	CBlock	Gd	No	Unf	5.5093883366	710	6.56526497	Ex	Y	SBrkr	7.5485559792	6.9847163201	7.9990072132	0	0	2	1	5	Gd	11	1	BuiltIn	1961	Fin	2	6.3350542515	Y	6	2010	WD	Normal	Wd Sdng	6.56526497	0.6	12.3966930051
45	RM	3.9120230054	8.5171931914	Reg	Inside	IDOTRR	RRAe	1Fam	1.5Unf	5	6	1941	1950	Gable	MetalSd	None	5.6835797673	TA	TA	CBlock	TA	Av	BLQ	4.7535901911	604	6.579251212	Po	N	FuseF	6.6883547139	0	6.6883547139	0	0	1	0	2	TA	5	0	Detchd	1941	Unf	2	5.8861040315	Y	12	2007	WD	Normal	MetalSd	6.4035741979	0.5	11.3736633976
120	RL	3.4657359028	9.2915516274	IR1	CulDSac	Veenker	Norm	TwnhsE	1Story	8	5	1993	1993	Gable	BrkFace	None	6.0210233493	Gd	TA	PConc	Gd	Gd	GLQ	7.3895639537	100	7.4494980054	Ex	Y	SBrkr	7.4494980054	0	7.4494980054	2	0	1	1	1	Gd	6	2	Attchd	1993	Fin	2	6.1590953885	Y	5	2008	Con	Normal	BrkFace	4.605170186	4	12.6884987948
20	RL	4.3820266347	9.3587603771	Reg	Inside	NAmes	Norm	1Fam	1Story	6	5	1960	1960	Hip	Wd Sdng	BrkFace	5.1647859739	TA	TA	CBlock	TA	No	Rec	6.3368257311	818	7.2320103317	TA	Y	SBrkr	7.2320103317	0	7.2320103317	0	0	1	1	3	TA	7	0	Attchd	1960	RFn	1	5.6767538023	Y	4	2006	WD	Normal	Wd Sdng	6.7068623366	0.6666666667	11.8862116747
75	RL	4.0943445622	9.383284767	IR1	Inside	BrkSide	PosN	1Fam	2.5Unf	6	6	1916	1994	Gable	Wd Shng	None	6.3508857167	TA	TA	BrkTil	TA	No	Unf	5.3471075307	844	6.7381524946	Gd	N	FuseA	7.2758646005	6.535241271	7.6657534319	0	0	2	0	5	Gd	10	0	Detchd	1930	Unf	2	6.0890448754	Y	7	2009	WD	Normal	Wd Sdng	6.7381524946	0.4	12.2760650174
70	RM	4.0943445622	8.7643657205	Reg	Corner	IDOTRR	Norm	1Fam	2Story	5	5	1920	1950	Gable	Wd Shng	None	5.2417470151	TA	TA	PConc	TA	Mn	Unf	5.6629604801	596	6.3902406671	TA	N	SBrkr	6.3902406671	6.3902406671	7.0833878476	0	0	1	0	3	TA	6	0	Detchd	1920	Unf	1	5.2417470151	N	7	2009	WD	Normal	Wd Sdng	6.3902406671	0.3333333333	11.2644641057
90	RL	4.2195077052	9.2708708717	IR1	Inside	NAmes	Norm	Duplex	1Story	5	4	1964	1964	Gable	HdBoard	BrkFace	4.4308167988	TA	TA	CBlock	TA	No	GLQ	3.6888794541	1424	7.4547199494	TA	Y	SBrkr	7.4547199494	0	7.4547199494	0	1	2	0	6	TA	10	0	Detchd	2002	Unf	1	5.8636311756	Y	11	2007	WD	Normal	HdBoard	7.261225092	0.5	11.6868787721
20	RL	4.248495242	9.0089583124	Reg	Inside	NAmes	Norm	1Fam	1Story	5	6	1958	1992	Gable	Wd Sdng	None	5.8406416574	TA	TA	CBlock	TA	No	Rec	6.7405193596	210	6.9622434643	Fa	Y	SBrkr	6.9622434643	0	6.9622434643	1	0	1	0	3	TA	6	0	Attchd	1958	RFn	1	5.730099783	Y	8	2007	WD	Normal	Wd Sdng	5.3471075307	0.6666666667	11.8422292121
20	RL	4.4426512565	9.2737845445	IR1	Inside	NridgHt	Norm	1Fam	1Story	8	5	2003	2004	Gable	VinylSd	BrkFace	5.6903594543	Gd	TA	PConc	Gd	No	GLQ	7.0246490305	1603	8.0727793332	Ex	Y	SBrkr	7.3957216086	0	7.3957216086	1	0	2	0	3	Gd	7	1	Attchd	2003	RFn	3	6.7799219075	Y	10	2009	WD	Normal	VinylSd	7.3796321526	1	12.5567295171
120	RM	4.0775374439	9.0116455011	Reg	FR3	NridgHt	Norm	TwnhsE	1Story	7	5	2004	2004	Gable	VinylSd	Stone	4.9836066217	Gd	TA	PConc	Gd	Av	GLQ	6.579251212	638	7.2137683081	Ex	Y	SBrkr	7.2137683081	0	7.2137683081	1	0	2	0	2	Gd	6	1	Attchd	2004	RFn	2	6.1820849067	Y	7	2008	WD	Normal	VinylSd	6.4583382833	1.5	12.2404740722
60	RL	4.0775374439	9.1096356679	IR1	Inside	Gilbert	Norm	1Fam	2Story	6	5	1998	1998	Gable	VinylSd	None	2.7725887222	TA	TA	PConc	Gd	Gd	GLQ	6.7190131544	115	6.8490662826	Gd	Y	SBrkr	6.8490662826	6.5439118456	7.4012312644	1	0	2	1	3	TA	7	2	Attchd	1998	Fin	2	6.1569789856	Y	7	2008	WD	Normal	VinylSd	4.7449321284	1.3333333333	12.165250651
190	RL	4.0943445622	12.0116380209	IR1	Corner	Timber	Norm	2fmCon	1.5Fin	5	6	1965	1965	Gable	Plywood	None	5.7430031878	TA	TA	CBlock	TA	Gd	ALQ	7.1300985101	103	7.3125534981	Ex	Y	SBrkr	7.3895639537	5.1179938124	7.4877337614	2	0	2	0	3	TA	7	2	Attchd	1965	Fin	2	6.2709884319	Y	8	2008	WD	Normal	Plywood	4.6347289882	1.3333333333	12.3412589181
20	RL	4.4543472963	9.5579644804	IR1	Corner	StoneBr	Norm	1Fam	1Story	9	5	2005	2006	Hip	VinylSd	Stone	5.2983173665	Gd	TA	PConc	Ex	Gd	GLQ	7.1300985101	673	7.5611215895	Ex	Y	SBrkr	7.5611215895	0	7.5611215895	1	0	2	0	3	Gd	8	1	Attchd	2005	Fin	3	6.516193076	Y	7	2007	WD	Normal	VinylSd	6.5117453296	1	12.841129802
20	RL	4.248495242	9.1198684688	Reg	Inside	CollgCr	Norm	1Fam	1Story	7	5	2002	2003	Gable	VinylSd	BrkFace	4.7273878187	Gd	TA	PConc	Gd	Av	GLQ	6.6970342477	726	7.3369369137	Ex	Y	SBrkr	7.3369369137	0	7.3369369137	1	0	2	0	3	Gd	7	0	Attchd	2002	RFn	2	6.2766434893	Y	12	2008	WD	Normal	VinylSd	6.5875500148	1	12.273731294
20	RL	4.5108595065	9.5571164837	Reg	Corner	NWAmes	Norm	1Fam	1Story	7	7	1984	1998	Gable	Wd Sdng	None	4.5849674787	Gd	TA	CBlock	Gd	Mn	ALQ	5.3612921657	995	7.0967213785	Ex	Y	SBrkr	7.3907985217	0	7.3907985217	1	0	2	0	3	Gd	8	0	Attchd	1984	RFn	2	6.0867747269	Y	5	2006	WD	Normal	Wd Sdng	6.9027427372	1	12.2184951655
20	RL	4.189654742	9.4254517516	IR1	Inside	NAmes	Feedr	1Fam	1Story	6	7	1958	1998	Hip	Wd Sdng	BrkFace	5.170483995	TA	TA	CBlock	TA	No	Rec	6.3716118472	630	7.1024993558	TA	Y	FuseA	7.1024993558	0	7.1024993558	0	0	1	0	3	TA	6	0	Attchd	1958	Unf	1	5.6937321388	Y	6	2009	WD	Normal	Wd Sdng	6.4457198194	0.3333333333	11.9511803959
60	RL	4.4426512565	9.5603632398	Reg	Inside	Timber	Norm	1Fam	2Story	8	5	2002	2002	Gable	VinylSd	None	5.0562458053	Gd	TA	PConc	Gd	No	Unf	5.4071717715	967	6.8741984955	Ex	Y	SBrkr	6.900730664	6.8189240653	7.553810852	0	0	2	1	4	Gd	9	0	Attchd	2002	Fin	2	6.0661080901	Y	4	2010	WD	Normal	VinylSd	6.8741984955	0.75	12.2204685258
20	RH	4.0943445622	9.0359869848	Reg	Inside	SawyerW	Feedr	1Fam	1Story	4	4	1950	1950	Gable	AsbShng	None	5.8289456176	Fa	Fa	CBlock	TA	No	Unf	4.7535901911	721	6.5806391373	Gd	Y	SBrkr	6.73459166	0	6.73459166	0	0	1	0	2	TA	4	0	CarPort	1950	Unf	1	5.6835797673	N	9	2009	WD	Normal	Wd Sdng	6.5806391373	0.5	11.3144745262
90	RL	4.0943445622	9.0529845612	Reg	Inside	NAmes	Norm	Duplex	1Story	3	4	1949	1950	Gable	Stucco	BrkFace	5.8289456176	TA	TA	Slab	Gd	No	Unf	6.1944053911	0	6.3902406671	Fa	N	FuseA	6.9469759921	0	6.9469759921	0	0	2	0	2	TA	6	0	Detchd	1949	Unf	2	5.9914645471	Y	5	2006	WD	Normal	Stucco	5.598421959	1	11.3793940723
120	RL	4.1431347264	9.0880597373	IR1	Inside	NridgHt	Norm	TwnhsE	1Story	9	5	2005	2005	Hip	MetalSd	BrkFace	6.4232469635	Ex	TA	PConc	Ex	No	GLQ	3.3322045102	1656	7.4289271948	Ex	Y	SBrkr	7.4289271948	0	7.4289271948	0	0	2	0	2	Ex	6	1	Attchd	2005	RFn	2	6.3350542515	Y	7	2008	WD	Normal	MetalSd	7.4121603349	1	12.4912515878
160	RM	3.5835189385	7.8601850575	Reg	Inside	MeadowV	Norm	TwnhsE	2Story	5	3	1976	1976	Gable	CmentBd	None	5.7430031878	TA	TA	CBlock	Gd	No	Rec	4.8598124044	175	6.2841341611	TA	Y	SBrkr	6.2841341611	6.3561076607	7.0139154748	0	0	1	1	3	TA	4	0	Attchd	1976	Unf	1	5.81711116	Y	4	2010	WD	Normal	CemntBd	5.1647859739	0.6666666667	11.3504065355
50	RL	4.1743872699	8.76950712	Reg	Inside	BrkSide	RRAn	1Fam	1.5Fin	6	5	1939	1950	Gable	MetalSd	None	6.0684255882	TA	TA	BrkTil	TA	No	Unf	5.8861040315	972	6.8793558045	Gd	Y	SBrkr	6.8793558045	6.405228458	7.363279587	0	0	1	0	3	Fa	6	1	Detchd	1939	Unf	1	5.7430031878	Y	10	2006	WD	Normal	MetalSd	6.8793558045	0.3333333333	11.8508252536
20	RL	3.5835189385	9.4550105538	IR1	CulDSac	NAmes	Norm	1Fam	1Story	6	8	1960	1998	Hip	MetalSd	None	4.248495242	TA	Gd	CBlock	TA	Mn	BLQ	6.210600077	460	6.864847778	TA	Y	SBrkr	6.864847778	0	6.864847778	0	0	1	0	2	TA	5	0	Attchd	1960	RFn	1	5.7071102647	Y	4	2007	WD	Normal	MetalSd	6.1312264895	0.5	11.9283409039
20	RL	4.3820266347	9.775654181	IR1	Inside	NAmes	Norm	1Fam	1Story	6	5	1960	1960	Gable	Wd Sdng	BrkFace	3.4011973817	TA	TA	CBlock	TA	No	BLQ	7.1467721795	208	7.2984451015	Ex	Y	FuseA	7.2984451015	0	7.2984451015	1	0	2	0	3	TA	6	2	Attchd	1960	Unf	2	6.210600077	Y	12	2009	WD	Normal	Wd Sdng	5.3375380797	1	11.9671807372
160	RL	3.5835189385	7.8030266436	Reg	Inside	NridgHt	Norm	Twnhs	2Story	7	5	2003	2004	Gable	Wd Shng	Stone	4.6634390941	Gd	TA	PConc	Gd	No	GLQ	6.3508857167	191	6.6385677892	Ex	Y	SBrkr	6.6385677892	6.7592552707	7.3938782901	1	0	2	1	2	Gd	6	0	BuiltIn	2003	RFn	2	6.1612073217	Y	10	2008	WD	Normal	VinylSd	5.252273428	2	11.9447078814
60	RL	4.0253516907	9.9248086342	IR2	Inside	NridgHt	Norm	1Fam	2Story	9	5	2005	2006	Hip	CmentBd	BrkFace	6.7684932116	Ex	TA	PConc	Ex	No	GLQ	7.2513449834	438	7.5218592522	Ex	Y	SBrkr	7.5218592522	6.7799219075	7.911324019	1	0	2	1	4	Ex	10	2	Attchd	2006	Fin	3	6.5596152375	Y	4	2006	New	Partial	CemntBd	6.0822189104	1	12.9880408147
120	RL	4.2195077052	8.9644398335	IR1	Inside	NridgHt	Norm	TwnhsE	1Story	9	5	2007	2007	Hip	MetalSd	BrkFace	5.8916442118	Ex	TA	PConc	Ex	No	Unf	5.4806389233	1869	7.5331588075	Ex	Y	SBrkr	7.5331588075	0	7.5331588075	0	0	2	0	2	Ex	6	1	Attchd	2007	RFn	2	6.4248690239	Y	12	2007	New	Partial	MetalSd	7.5331588075	1	12.6699984673
120	RL	3.5263605246	8.5699753769	IR1	Inside	ClearCr	Norm	1Fam	1Story	7	5	1986	1986	Gable	Wd Sdng	None	4.4998096703	TA	TA	PConc	Gd	Gd	GLQ	6.9865664594	371	7.2813856636	Gd	Y	SBrkr	7.2813856636	0	7.2813856636	1	0	1	1	2	Gd	6	1	Attchd	1986	RFn	2	6.0980742822	Y	12	2006	WD	Abnorml	Wd Sdng	5.9162020626	1.5	12.1547793511
50	RL	4.0943445622	9.1142699032	Reg	Inside	Edwards	Artery	1Fam	1.5Fin	5	6	1941	1950	Gable	VinylSd	None	2.8903717579	TA	TA	CBlock	TA	Mn	LwQ	5.463831805	0	6.4232469635	TA	N	SBrkr	6.4232469635	6.2045577626	7.0130157896	0	1	1	0	3	TA	5	0	Detchd	1941	Unf	1	5.2983173665	Y	3	2008	ConLw	Normal	VinylSd	4.3174881135	0.6666666667	11.4616321706
30	RM	4.0943445622	9.0501716198	Reg	Inside	OldTown	Norm	1Fam	1Story	6	8	1928	2003	Gable	VinylSd	None	5.1298987149	TA	Gd	BrkTil	TA	No	Unf	4.5432947823	624	6.4361503684	Gd	Y	SBrkr	6.579251212	0	6.579251212	0	0	1	0	2	TA	5	0	Detchd	2005	Unf	2	6.1820849067	Y	5	2010	WD	Normal	VinylSd	6.4361503684	0.5	11.5702505316
50	RL	4.0943445622	9.0359869848	Reg	Inside	SWISU	Norm	1Fam	1.5Fin	6	5	1940	2000	Gable	MetalSd	None	4.4998096703	TA	TA	CBlock	TA	No	LwQ	5.9610053396	552	6.8458798753	Ex	Y	SBrkr	7.0833878476	5.9989365619	7.3746290152	0	0	1	0	2	TA	6	2	Attchd	1940	Unf	1	5.4806389233	Y	6	2006	WD	Normal	Wd Sdng	6.3135480463	0.5	11.8493977016
20	RL	4.6539603502	9.3280345148	IR2	Inside	CollgCr	Norm	1Fam	1Story	6	5	1995	1995	Gable	VinylSd	None	4.4426512565	Gd	Gd	PConc	Gd	No	ALQ	5.811140993	322	7.0900768358	Ex	Y	SBrkr	7.0900768358	0	7.0900768358	1	0	2	0	3	Gd	6	0	Attchd	1995	RFn	2	6.2557500418	Y	8	2007	WD	Normal	VinylSd	5.7745515455	1	12.0867258879
20	RL	4.3820266347	9.1321625909	IR1	Inside	Gilbert	Norm	1Fam	1Story	6	6	1992	1992	Gable	HdBoard	BrkFace	4.6634390941	TA	TA	PConc	Gd	No	GLQ	6.3279367837	598	7.0544496581	Gd	Y	SBrkr	7.0621916323	0	7.0621916323	1	0	2	0	3	Gd	6	0	Attchd	1992	RFn	2	5.9914645471	Y	7	2009	WD	Normal	HdBoard	6.393590754	1	12.0610468735
120	RM	3.7841896339	8.3485378254	Reg	Inside	MeadowV	Norm	TwnhsE	1Story	5	5	1976	1976	Gable	CmentBd	None	4.9836066217	TA	TA	PConc	Gd	No	ALQ	6.7730803757	268	7.0405363902	TA	Y	SBrkr	7.0405363902	0	7.0405363902	1	0	1	1	3	TA	6	1	Attchd	1976	Fin	2	6.2690962837	Y	8	2007	WD	Normal	CemntBd	5.5909869805	1	11.8055950789
80	RL	4.521788577	8.8436150922	IR1	Inside	ClearCr	Norm	1Fam	SLvl	5	4	1958	1958	Hip	ImStucc	BrkFace	4.7874917428	TA	TA	CBlock	TA	Av	BLQ	5.7037824747	468	6.9679092018	Ex	Y	FuseF	7.2093402566	0	7.2093402566	0	1	1	0	3	Gd	6	0	BuiltIn	1958	Unf	1	5.6629604801	Y	7	2006	WD	Abnorml	Wd Sdng	6.1484682959	0.6666666667	11.7752897294
60	RL	4.3567088267	9.3935781756	IR1	CulDSac	NoRidge	Norm	1Fam	2Story	8	5	1998	1998	Gable	VinylSd	BrkFace	6.2728770065	Gd	TA	PConc	Gd	Av	GLQ	6.8627579131	130	6.9902565005	Ex	Y	SBrkr	6.9902565005	6.7310181005	7.5621616312	1	0	2	1	3	Gd	7	1	Attchd	1998	RFn	2	6.3835066349	Y	6	2006	WD	Normal	VinylSd	4.8675344505	1.3333333333	12.5425448822
85	RL	4.248495242	8.927977461	IR1	CulDSac	Mitchel	Norm	1Fam	SFoyer	6	6	1978	1978	Gable	VinylSd	None	6.0402547113	TA	TA	CBlock	Gd	Av	GLQ	6.6502790486	115	6.788971743	Ex	Y	SBrkr	6.8156399901	0	6.8156399901	1	0	1	0	2	TA	5	1	Attchd	1978	RFn	2	6.1527326947	Y	6	2007	WD	Normal	VinylSd	4.7449321284	1	11.9576112862
50	RL	4.0943445622	9.1208532055	Reg	Inside	BrkSide	Norm	1Fam	1.5Fin	5	5	1940	1982	Gable	MetalSd	None	5.6629604801	TA	TA	CBlock	TA	No	Rec	5.9889614169	484	6.7833252006	Gd	Y	SBrkr	6.8956826977	6.2480428745	7.3165481772	1	0	1	0	3	TA	8	0	Detchd	1940	Unf	1	5.4806389233	N	7	2008	WD	Normal	MetalSd	6.1820849067	0.6666666667	11.8844890214
85	RL	4.1588830834	8.8957666041	Reg	Corner	Edwards	Norm	1Fam	SFoyer	7	5	2003	2003	Gable	HdBoard	BrkFace	6.2146080984	Gd	TA	Slab	Gd	Mn	Unf	5.1239639794	0	6.1779441141	Ex	Y	SBrkr	6.2045577626	7.2633296175	7.5611215895	0	0	3	0	4	Gd	7	1	BuiltIn	2003	RFn	2	6.5102583405	Y	7	2009	ConLD	Normal	HdBoard	3.36729583	0.75	12.1985443791
160	RM	3.0445224377	7.4265490724	Reg	Inside	BrDale	Norm	Twnhs	2Story	6	8	1972	2007	Gable	HdBoard	BrkFace	6.2344107257	TA	TA	CBlock	TA	No	ALQ	5.0875963352	321	6.1800166537	Gd	Y	SBrkr	6.1800166537	6.2225762681	6.8946700394	0	0	1	1	2	Gd	5	0	Detchd	1972	Unf	1	5.5759491031	Y	5	2009	WD	Normal	HdBoard	5.7714411231	1	11.6784399034
60	RL	4.6347289882	9.8416121488	IR1	FR2	NWAmes	Norm	1Fam	2Story	6	5	1976	1976	Gable	HdBoard	BrkFace	4.7874917428	TA	TA	PConc	Gd	Mn	GLQ	6.5680779114	84	6.6795991858	TA	Y	SBrkr	6.6720329455	6.6644090204	7.361375429	1	0	2	1	3	TA	6	1	Attchd	1976	Fin	2	6.3385940782	Y	7	2006	WD	Normal	HdBoard	4.4308167988	1.3333333333	12.1547793511
70	RM	4.0775374439	9.277064004	Reg	Inside	IDOTRR	Norm	1Fam	2Story	5	7	1920	1997	Hip	VinylSd	None	2.7725887222	TA	Gd	CBlock	TA	No	Rec	6.1224928095	216	6.5102583405	Gd	Y	FuseA	6.5102583405	6.5102583405	7.2034055211	0	0	1	0	3	TA	6	0	Detchd	1964	Unf	1	6.1484682959	Y	7	2009	WD	Normal	VinylSd	5.3752784077	0.3333333333	11.8981878658
20	RL	4.4067192473	9.1590470776	IR1	Inside	NAmes	Norm	1Fam	1Story	6	5	1963	1963	Gable	Plywood	BrkFace	5.5093883366	TA	TA	CBlock	Gd	No	BLQ	6.4118182677	785	7.2399325913	Gd	Y	SBrkr	7.2399325913	0	7.2399325913	1	0	1	1	3	TA	6	2	Attchd	1963	RFn	2	6.2422232655	Y	7	2009	WD	Normal	Plywood	6.6656837178	1	11.9766594812
80	RL	4.6151205168	9.1215091583	IR1	Corner	NAmes	Norm	1Fam	SLvl	6	5	1962	1962	Gable	Plywood	BrkFace	5.7203117766	TA	TA	CBlock	Gd	Gd	GLQ	5.9162020626	728	7.0021559544	Gd	Y	SBrkr	7.2661287796	0	7.2661287796	0	1	1	0	3	TA	6	1	Basment	1962	RFn	1	5.6903594543	Y	12	2008	WD	Normal	Plywood	6.5903010482	0.6666666667	12.0137007529
20	RL	4.3567088267	8.9618790127	Reg	Inside	NAmes	Norm	1Fam	1Story	5	6	1954	1954	Gable	HdBoard	BrkFace	5.2983173665	TA	TA	PConc	TA	No	LwQ	6.2915691396	728	7.145196135	Gd	Y	SBrkr	7.145196135	0	7.145196135	0	0	1	0	2	TA	7	1	Attchd	1954	Fin	1	5.4971682253	Y	3	2010	WD	Normal	HdBoard	6.5903010482	0.5	11.7905572016
20	RL	3.9120230054	9.1931942131	IR1	Corner	NAmes	Norm	1Fam	1Story	5	7	1959	2006	Gable	Wd Sdng	None	5.7683209958	TA	Gd	CBlock	TA	No	ALQ	4.276666119	733	6.9688503783	Ex	Y	SBrkr	7.1600692076	0	7.1600692076	1	0	1	0	3	Gd	7	1	Detchd	1997	Fin	2	6.3561076607	Y	3	2010	WD	Normal	Wd Sdng	6.5971457019	0.6666666667	11.9953516142
60	RL	4.248495242	9.0022085783	IR1	Inside	Gilbert	Norm	1Fam	2Story	6	5	2000	2000	Gable	VinylSd	None	5.1357984371	TA	TA	PConc	Gd	No	Unf	5.7037824747	953	6.8596149037	Ex	Y	SBrkr	6.8596149037	6.5666724298	7.4169796214	0	0	2	1	3	TA	7	1	Attchd	2000	RFn	2	6.1312264895	Y	1	2006	WD	Normal	VinylSd	6.8596149037	1	12.0575726372
50	RL	4.3820266347	9.7480026497	Reg	Inside	ClearCr	Feedr	1Fam	1.5Fin	4	4	1959	1959	Gable	Plywood	None	4.6443908991	TA	TA	CBlock	TA	No	ALQ	6.8416154765	0	6.8585650348	TA	Y	SBrkr	7.0210839643	6.1484682959	7.3702306418	0	0	2	0	4	TA	7	1	Detchd	1991	Fin	2	6.5220927982	N	7	2008	WD	Normal	WdShing	4.6821312271	0.5	11.808813774
120	RL	3.9120230054	8.8783580406	Reg	Inside	SawyerW	Norm	TwnhsE	1Story	6	5	1984	1984	Gable	Plywood	None	4.4998096703	TA	TA	CBlock	Gd	No	ALQ	6.4345465188	0	6.6120410348	TA	Y	SBrkr	6.6227363239	0	6.6227363239	1	0	1	0	2	TA	4	0	Attchd	1984	Unf	1	5.5759491031	Y	2	2010	WD	Normal	Plywood	4.5951198501	1	11.7360690163
20	RL	4.3694478525	9.2718116941	Reg	Inside	NAmes	Norm	1Fam	1Story	5	6	1953	1953	Gable	MetalSd	None	4.7874917428	TA	TA	PConc	TA	No	BLQ	6.0591231956	0	6.410174882	TA	Y	SBrkr	7.1846291527	0	7.1846291527	1	0	1	0	3	TA	5	0	Attchd	1953	Unf	1	5.598421959	Y	11	2009	WD	Normal	MetalSd	3.36729583	0.6666666667	11.7199396344
60	RL	4.1743872699	9.0118894333	Reg	Inside	CollgCr	Norm	1Fam	2Story	7	5	2003	2004	Gable	VinylSd	None	5.5294290875	Gd	TA	PConc	Gd	No	Unf	5.7651911028	847	6.7417006947	Ex	Y	SBrkr	6.7417006947	6.9856418176	7.5642384752	0	0	2	1	4	Gd	8	1	BuiltIn	2003	Fin	2	6.0730445341	Y	7	2007	WD	Normal	VinylSd	6.7417006947	0.75	12.2991075115
30	RL	4.0073331852	9.2123383746	IR1	Inside	Edwards	Norm	1Fam	1Story	1	1	1922	1950	Gable	Wd Sdng	None	5.8289456176	Fa	Fa	BrkTil	Fa	Gd	BLQ	5.8579331545	333	6.5264948596	Gd	N	FuseA	6.8068293604	0	6.8068293604	1	0	0	1	1	Fa	4	0	Detchd	1954	RFn	0	5.2983173665	Y	3	2009	WD	Normal	Wd Sdng	5.80814249	2	11.0186291432
85	RL	4.0430512678	9.0877206584	IR1	CulDSac	CollgCr	Norm	1Fam	SFoyer	5	5	1996	1996	Gable	VinylSd	None	5.7430031878	Gd	TA	PConc	Gd	Av	GLQ	5.6970934865	572	6.7684932116	Ex	Y	SBrkr	6.8178305715	0	6.8178305715	0	0	1	0	2	TA	5	0	Detchd	1998	Unf	2	6.3561076607	Y	7	2006	WD	Normal	VinylSd	6.3491389914	0.5	11.9049675527
60	FV	4.6249728133	9.318566777	IR1	Corner	Somerst	Norm	1Fam	2Story	8	5	2004	2005	Gable	CmentBd	None	5.5012582105	Gd	TA	PConc	Gd	No	Unf	3.1780538303	1580	7.365180126	Ex	Y	SBrkr	7.365180126	6.7867169506	7.8103526837	0	0	3	0	4	Gd	8	1	Attchd	2004	RFn	2	6.4134589572	Y	12	2007	WD	Normal	CemntBd	7.365180126	0.75	12.7367008966
20	RL	4.4773368145	9.34084218	Reg	Corner	StoneBr	Norm	1Fam	1Story	9	2	2010	2010	Hip	VinylSd	Stone	5.8579331545	Gd	TA	PConc	Ex	Av	GLQ	7.2758646005	411	7.5261789133	Ex	Y	SBrkr	7.5261789133	0	7.5261789133	1	0	1	1	1	Ex	8	1	Attchd	2010	Fin	3	6.7262334024	Y	6	2010	New	Partial	VinylSd	6.0185932145	3	12.8852020343
